CodeSection,fips,total,black_percent,hispanic_percent,Black (Non-Hispanic),White (Non-Hispanic),Hispanic,American Indian or Alaskan Native,Asian or Pacific Islander,MISSING,Other
PD-H1/SEC 1110,810,1,0,0,0,1,0,0,0,0,0
PCC17-3(I),143,1,0,0,0,1,0,0,0,0,0
PCC 9-20,143,3,33.33,0,1,2,0,0,0,0,0
PCC 35-222,143,1,100,0,1,0,0,0,0,0,0
PCC 35-120,143,2,0,0,0,2,0,0,0,0,0
PCC 2-6,143,1,100,0,1,0,0,0,0,0,0
PCC 2-3,143,7,0,0,0,7,0,0,0,0,0
PCC 17-8 (A),143,2,0,0,0,2,0,0,0,0,0
PCC 17-3(L),143,7,28.57,0,2,4,0,0,0,0,1
PCC 17-3(I),143,28,14.29,3.57,4,23,1,0,0,0,0
PCC 17-3(1),143,2,50,0,1,1,0,0,0,0,0
PCC 17-3 (M),143,2,50,0,1,1,0,0,0,0,0
PCC 17-3 ( M ),143,7,28.57,14.29,2,4,1,0,0,0,0
PCC 17-20(C),143,20,70,0,14,6,0,0,0,0,0
PCC 17-20(B),143,4,0,0,0,4,0,0,0,0,0
PCC  41-5,143,1,100,0,1,0,0,0,0,0,0
OTHER,153,1,100,0,1,0,0,0,0,0,0
ORT 1 CHAP 11-3,195,1,0,0,0,1,0,0,0,0,0
ORDINANCE 62-11,5,2,100,0,2,0,0,0,0,0,0
ORDINANCE,195,1,0,0,0,1,0,0,0,0,0
ORD7.5 ART9.1,197,1,0,0,0,1,0,0,0,0,0
ORD6-76,97,1,0,0,0,1,0,0,0,0,0
ORD.NO. 3.2001,195,1,0,0,0,1,0,0,0,0,0
ORD.986 SEC3-30,197,1,0,0,0,1,0,0,0,0,0
ORD.986 SEC3-22,197,1,0,0,0,1,0,0,0,0,0
ORD.986 SEC3-17,197,1,0,0,0,1,0,0,0,0,0
ORD.. SCE. 4-4,195,1,0,0,0,1,0,0,0,0,0
ORD. 986,197,5,20,0,1,4,0,0,0,0,0
ORD. 9.. 1995,195,2,0,0,0,2,0,0,0,0,0
ORD. 4-51,195,6,0,0,0,6,0,0,0,0,0
ORD. 1106,197,2,0,0,0,2,0,0,0,0,0
ORD NO.2.. 2013,195,1,0,0,0,1,0,0,0,0,0
ORD NO 9.. 1995,195,1,0,0,0,1,0,0,0,0,0
ORD NO 3.. 1997,195,1,0,0,0,1,0,0,0,0,0
ORD NO 2 2013,195,1,0,0,0,1,0,0,0,0,0
ORD 986.. 3-20,197,1,0,0,0,0,0,0,0,0,1
ORD 986-316,197,1,0,0,0,1,0,0,0,0,0
ORD 986,197,5,100,0,5,0,0,0,0,0,0
ORD 98.6,197,2,100,0,2,0,0,0,0,0,0
ORD 9.9,197,1,0,0,0,1,0,0,0,0,0
ORD 6-76,97,4,0,0,0,4,0,0,0,0,0
ORD 6-75,97,1,100,0,1,0,0,0,0,0,0
ORD 6-62,97,13,7.69,0,1,12,0,0,0,0,0
ORD 5-1 ART III,71,10,0,0,0,10,0,0,0,0,0
ORD 3-22,197,1,0,0,0,1,0,0,0,0,0
ORD 2.. SECT 3-1,197,1,0,0,0,1,0,0,0,0,0
ORD 2 2013,195,1,100,0,1,0,0,0,0,0,0
ORD 1106,197,1,0,0,0,0,0,0,0,0,1
ORD #45..709,710,1,0,0,0,1,0,0,0,0,0
OR2016-01 SEC.3,197,1,0,0,0,1,0,0,0,0,0
OPEN CONTAINER,165,1,0,0,0,1,0,0,0,0,0
NU 38-5 (F),133,1,100,0,1,0,0,0,0,0,0
NOT ON FILE,740,1,0,0,0,1,0,0,0,0,0
NOT GIVEN,810,11,54.55,0,6,5,0,0,0,0,0
NONE AVAILABLE,570,68,2.94,1.47,2,1,1,0,0,6,58
NONE,183,134,20.15,2.99,27,93,4,0,0,0,10
NODVV,183,1,0,0,0,1,0,0,0,0,0
NODMVE,81,1,0,0,0,1,0,0,0,0,0
NODMV,810,876,45.89,1.48,402,446,13,1,5,1,8
NO701,650,1,0,0,0,1,0,0,0,0,0
NO TOWN DECAL,155,1,0,0,0,1,0,0,0,0,0
NO RABIES VACC,191,1,0,0,0,1,0,0,0,0,0
NO DVM,600,2,0,0,0,2,0,0,0,0,0
NO DOG TAG,67,1,0,100,0,0,1,0,0,0,0
NO DMV3.3,173,1,0,0,0,1,0,0,0,0,0
NO DMV24,51,1,0,0,0,1,0,0,0,0,0
NO DMV1,145,1,100,0,1,0,0,0,0,0,0
NO DMV-A,640,1,0,0,0,1,0,0,0,0,0
NO DMV CODE,179,6,50,0,3,3,0,0,0,0,0
NO DMV 8,179,9,22.22,0,2,7,0,0,0,0,0
NO DMV,810,13799,41.21,2.97,5687,7302,410,4,179,65,152
NO DMS,595,1,0,0,0,1,0,0,0,0,0
NO DMNV,640,1,0,0,0,1,0,0,0,0,0
NO DMN,93,2,0,50,0,1,1,0,0,0,0
NO DMB,640,4,0,0,0,4,0,0,0,0,0
NO DM,147,2,0,0,0,2,0,0,0,0,0
NO DIV/FILE,700,3,33.33,0,1,1,0,0,0,1,0
NO DIV FILE,700,1,100,0,1,0,0,0,0,0,0
NO CODE,701,12,33.33,0,4,8,0,0,0,0,0
NO CMV,175,1,0,0,0,1,0,0,0,0,0
NO  DMV,51,2,0,0,0,2,0,0,0,0,0
NO  CODE,45,1,0,0,0,1,0,0,0,0,0
NN10-36,701,1,100,0,1,0,0,0,0,0,0
NN-28-12,701,1,100,0,1,0,0,0,0,0,0
NK7059,127,2,0,0,0,2,0,0,0,0,0
NK70-57,127,1,0,0,0,1,0,0,0,0,0
NK70-54,127,1,100,0,1,0,0,0,0,0,0
NK70-2-58-4,127,1,0,0,0,1,0,0,0,0,0
NK70-2,127,1,100,0,1,0,0,0,0,0,0
NK66-314,127,1,100,0,1,0,0,0,0,0,0
NK46-8,127,2,0,0,0,2,0,0,0,0,0
NK46-222,127,1,0,0,0,1,0,0,0,0,0
NK46-15,127,1,0,0,0,1,0,0,0,0,0
NK46-124,127,2,50,0,1,1,0,0,0,0,0
NK46-11,127,1,0,0,0,1,0,0,0,0,0
NK29.1-735.2,127,1,0,0,0,1,0,0,0,0,0
NK12-42,127,1,0,0,0,1,0,0,0,0,0
NK1010,127,1,0,0,0,1,0,0,0,0,0
NK101,127,1,0,0,0,1,0,0,0,0,0
NK10-61,127,21,14.29,0,3,18,0,0,0,0,0
NK10-43,127,4,0,0,0,4,0,0,0,0,0
NK10-42,127,11,27.27,0,3,8,0,0,0,0,0
NK10-41,127,17,5.88,0,1,15,0,0,0,0,1
NK10-101,127,21,14.29,0,3,15,0,0,0,0,3
NK-10-41,127,1,0,0,0,1,0,0,0,0,0
NK 46-221,127,1,0,0,0,1,0,0,0,0,0
NK 46-15,127,2,50,0,1,1,0,0,0,0,0
NK 46-124,127,1,0,0,0,1,0,0,0,0,0
NK 38-33,127,1,100,0,1,0,0,0,0,0,0
NK 30-55,127,1,0,0,0,1,0,0,0,0,0
NK 3.2-6503,127,1,0,0,0,1,0,0,0,0,0
NK 10-64,127,1,0,0,0,1,0,0,0,0,0
NK 10-61,127,5,60,0,3,2,0,0,0,0,0
NK 10-43,127,7,0,0,0,7,0,0,0,0,0
NK 10-42,127,6,0,0,0,6,0,0,0,0,0
NK 10-41,127,7,28.57,0,2,5,0,0,0,0,0
NK 10-101,127,9,22.22,0,2,7,0,0,0,0,0
NAC 20-1240-3D,810,1,0,100,0,0,1,0,0,0,0
N6-55(B-3),153,1,0,0,0,1,0,0,0,0,0
N4VAC590-231(B),137,1,0,0,0,1,0,0,0,0,0
N2 S6-5,85,1,0,0,0,1,0,0,0,0,0
N10127,1,1,0,0,0,1,0,0,0,0,0
N/A,175,52,92.31,0,48,4,0,0,0,0,0
N.18.2-266,165,1,0,0,0,1,0,0,0,0,0
N-1,51,1,0,0,0,1,0,0,0,0,0
N DMV,640,1,0,0,0,1,0,0,0,0,0
MWR5.23,107,1,0,0,0,0,0,0,0,0,1
MWAR8.3,107,1,100,0,1,0,0,0,0,0,0
MWAR5.50.2,107,1,0,0,0,0,0,0,0,0,1
MWAR5.5,107,2,0,0,0,0,0,0,0,0,2
MWAR5.33,107,1,100,0,1,0,0,0,0,0,0
MWAR5.24,107,8,50,0,4,3,0,0,0,0,1
MWAR5.23(2),107,1,0,0,0,0,0,0,0,0,1
MWAR5.23,107,9,11.11,0,1,3,0,0,0,0,5
MWAR5.21,107,4,25,0,1,1,0,0,0,0,2
MWAR.5.24,107,1,0,0,0,0,0,0,0,0,1
MWAR.5.23,107,1,0,0,0,1,0,0,0,0,0
MWAR. 5.23,107,1,100,0,1,0,0,0,0,0,0
MWAR 9.4,107,1,100,0,1,0,0,0,0,0,0
MWAR 9-4,107,1,0,0,0,1,0,0,0,0,0
MWAR 8.7,107,9,22.22,11.11,2,3,1,0,1,0,2
MWAR 8.4,107,1,0,0,0,1,0,0,0,0,0
MWAR 6.4,107,2,0,0,0,2,0,0,0,0,0
MWAR 6.1,107,4,50,0,2,0,0,0,0,0,2
MWAR 5.50.2(2),107,3,33.33,0,1,0,0,0,0,0,2
MWAR 5.50.2,107,4,25,0,1,0,0,0,0,0,3
MWAR 5.44(4),107,1,100,0,1,0,0,0,0,0,0
MWAR 5.3(3),107,1,0,0,0,1,0,0,0,0,0
MWAR 5.3,107,1,0,0,0,1,0,0,0,0,0
MWAR 5.24(4),107,1,0,0,0,0,0,0,0,0,1
MWAR 5.24(2),107,4,0,0,0,3,0,0,0,0,1
MWAR 5.24(1),107,3,0,0,0,1,0,0,0,0,2
MWAR 5.24-1,107,1,100,0,1,0,0,0,0,0,0
MWAR 5.24-(1),107,1,100,0,1,0,0,0,0,0,0
MWAR 5.24,107,209,39.71,0.48,83,72,1,0,1,0,52
MWAR 5.23,107,97,35.05,0,34,42,0,0,1,0,20
MWAR 5.22,107,2,50,0,1,1,0,0,0,0,0
MWAR 5.21,107,5,20,0,1,4,0,0,0,0,0
MWAR 5-21,107,1,0,0,0,1,0,0,0,0,0
MWAR 4.2,107,8,37.5,12.5,3,4,1,0,0,0,0
MWAR 4.16,107,1,0,0,0,0,0,0,0,0,1
MWAH 5.50.2,107,1,0,0,0,1,0,0,0,0,0
MWAH 5.24,107,1,0,0,0,1,0,0,0,0,0
MWAA5.24,107,1,100,0,1,0,0,0,0,0,0
MWAA5.23,107,2,50,0,1,0,0,0,0,0,1
MWAA REG. 9.4,107,1,100,0,1,0,0,0,0,0,0
MWAA REG 8.7,107,1,0,0,0,0,0,0,0,0,1
MWAA 6.1,107,1,100,0,1,0,0,0,0,0,0
MWAA 5.24,107,2,50,0,1,1,0,0,0,0,0
MWAA 5.23,107,1,0,0,0,1,0,0,0,0,0
MWAA 5.22,107,1,100,0,1,0,0,0,0,0,0
MWA 5.27,107,2,100,0,2,0,0,0,0,0,0
MWA 5.23,107,3,66.67,0,2,1,0,0,0,0,0
MO DMV,19,1,0,0,0,1,0,0,0,0,0
MISSING,761,224,52.68,0,118,103,0,1,0,2,0
MIDDLESEX SER 6,119,1,0,0,0,1,0,0,0,0,0
MIDDLESEX 4.01,119,1,0,0,0,1,0,0,0,0,0
MIDDLESEX 22-2,119,1,0,0,0,1,0,0,0,0,0
MIDDLESEX 10.3,119,1,0,0,0,1,0,0,0,0,0
MATHEWS 6-37,115,3,0,0,0,3,0,0,0,0,0
MATHEWS 6-31,115,1,0,0,0,1,0,0,0,0,0
MARV 5.23 (3),107,1,100,0,1,0,0,0,0,0,0
M1-3,51,1,0,0,0,1,0,0,0,0,0
M.46.2-852,650,1,0,0,0,1,0,0,0,0,0
M.18.2-308.2.2,191,1,0,0,0,1,0,0,0,0,0
M-1.3,51,1,0,0,0,1,0,0,0,0,0
M,700,3,66.67,0,2,1,0,0,0,0,0
LOUD NOISE,147,1,100,0,1,0,0,0,0,0,0
LOCAL 90.21,103,1,0,0,0,1,0,0,0,0,0
LOCAL,193,1,0,0,0,0,0,0,0,1,0
LL14-26,135,1,0,0,0,1,0,0,0,0,0
LL 98-16,570,1,0,0,0,1,0,0,0,0,0
LL 98-12,570,1,0,0,0,1,0,0,0,0,0
LITTERING,730,2,0,50,0,1,1,0,0,0,0
LIC9806M3,761,1,0,100,0,0,1,0,0,0,0
LC SEC 5-202,121,1,0,0,0,0,0,0,0,1,0
LC 38.4,185,1,0,0,0,1,0,0,0,0,0
LAR2808F9,179,1,0,0,0,1,0,0,0,0,0
L9.2-128,680,1,100,0,1,0,0,0,0,0,0
L4-4 (2),153,1,0,0,0,1,0,0,0,0,0
L4-1,761,1,100,0,1,0,0,0,0,0,0
L-62,153,1,0,0,0,1,0,0,0,0,0
L-46,680,1,100,0,1,0,0,0,0,0,0
L-14-26,135,1,100,0,1,0,0,0,0,0,0
L 14-26,135,2,100,0,2,0,0,0,0,0,0
L,810,4,50,0,2,2,0,0,0,0,0
KW 70-339,101,4,50,0,2,1,0,0,0,0,1
KW 42-83,101,7,42.86,0,3,4,0,0,0,0,0
KW 10-97,101,1,0,0,0,1,0,0,0,0,0
KW 10-96,101,1,0,0,0,1,0,0,0,0,0
KW 10-95,101,6,50,0,3,2,0,0,0,0,1
KW 10-69,101,5,80,0,4,1,0,0,0,0,0
KW 10-61,101,3,0,0,0,3,0,0,0,0,0
KW 10-33,101,4,25,0,1,3,0,0,0,0,0
KQ 6-62,97,15,100,0,15,0,0,0,0,0,0
KQ 6-101,97,6,0,0,0,6,0,0,0,0,0
KKK,7,1,0,0,0,1,0,0,0,0,0
K&Q 6-71,97,2,0,0,0,2,0,0,0,0,0
K.18.2-308.2:2,740,2,50,0,1,1,0,0,0,0,0
K W 10-96,101,1,0,0,0,1,0,0,0,0,0
K W 10-95,101,1,0,0,0,1,0,0,0,0,0
J.18.2-308,67,1,0,0,0,1,0,0,0,0,0
J.18.2-266,153,655,24.43,0.92,160,480,6,0,4,0,5
IVALID CODE,41,1,100,0,1,0,0,0,0,0,0
IV5A,193,2,0,50,0,1,1,0,0,0,0
IPMC304.7,5,1,0,0,0,1,0,0,0,0,0
IPMC304.6,5,2,0,0,0,2,0,0,0,0,0
IPMC304.2,5,2,50,0,1,1,0,0,0,0,0
IPMC304.13.1,5,1,0,0,0,1,0,0,0,0,0
IPMC304.10,5,1,0,0,0,1,0,0,0,0,0
IPMC 403.3,730,1,0,0,0,0,0,0,1,0,0
IPMC 304.13,5,1,0,0,0,1,0,0,0,0,0
IPMC 2009-505.1,550,1,100,0,1,0,0,0,0,0,0
IPMC 106.3,711,1,0,0,0,1,0,0,0,0,0
IP304.13.1,761,1,100,0,1,0,0,0,0,0,0
IP-304.6,764,1,0,0,0,1,0,0,0,0,0
IP-304.5,761,1,100,0,1,0,0,0,0,0,0
IP-304.1,761,1,0,0,0,1,0,0,0,0,0
IP-302.7,761,1,0,0,0,1,0,0,0,0,0
INVALIDE CODE,41,1,100,0,1,0,0,0,0,0,0
INVALID CODE,41,18,61.11,0,11,6,0,0,0,0,1
INCORRECTCODE,41,1,100,0,1,0,0,0,0,0,0
INCORRECT CODE,41,7,28.57,14.29,2,4,1,0,0,0,0
INCORRECT,41,1,0,0,0,1,0,0,0,0,0
IMPROPER CODE,41,8,62.5,0,5,3,0,0,0,0,0
IMC302.7,5,1,0,0,0,1,0,0,0,0,0
ILLEGAL DUMPING,117,1,100,0,1,0,0,0,0,0,0
IIIIIA,193,6,0,83.33,0,0,5,0,1,0,0
IIIII9,193,1,0,100,0,0,1,0,0,0,0
III14A1,193,4,0,75,0,1,3,0,0,0,0
III11A,193,10,0,90,0,1,9,0,0,0,0
III(II)A,133,1,0,0,0,1,0,0,0,0,0
III.4.2,1,1,0,0,0,1,0,0,0,0,0
III-II-A,193,1,0,0,0,1,0,0,0,0,0
III-2.2,1,1,0,0,0,1,0,0,0,0,0
III-2,1,1,0,0,0,1,0,0,0,0,0
III II A,193,1,0,0,0,1,0,0,0,0,0
III 11 A,193,1,0,0,0,1,0,0,0,0,0
II 3 C,99,1,0,0,0,1,0,0,0,0,0
IFC901.7,510,1,100,0,1,0,0,0,0,0,0
IFC 2703-3,510,2,100,0,2,0,0,0,0,0,0
IFC 1001.3,810,1,0,0,0,1,0,0,0,0,0
ID301.3,701,1,100,0,1,0,0,0,0,0,0
ID 304.2,701,1,0,0,0,0,0,0,0,0,1
ID 301.3,701,1,0,0,0,0,0,0,0,0,1
IC604.3,701,1,0,0,0,1,0,0,0,0,0
IC504-1,701,1,100,0,1,0,0,0,0,0,0
IC307.7,701,1,0,0,0,1,0,0,0,0,0
IC305-3,701,1,100,0,1,0,0,0,0,0,0
IC304.7,701,4,75,0,3,0,0,0,0,0,1
IC304.6,701,3,66.67,0,2,1,0,0,0,0,0
IC304.3,701,1,0,0,0,1,0,0,0,0,0
IC304.2,701,5,40,0,2,3,0,0,0,0,0
IC304.13,701,1,0,0,0,1,0,0,0,0,0
IC304.1,701,3,33.33,0,1,2,0,0,0,0,0
IC302.7,701,2,0,0,0,2,0,0,0,0,0
IC302.3,701,1,0,0,0,1,0,0,0,0,0
IC13-23,701,2,100,0,2,0,0,0,0,0,0
IC.302.7,701,1,0,0,0,1,0,0,0,0,0
IC-304.1,701,1,0,0,0,1,0,0,0,0,0
IC-302.7,701,1,0,0,0,1,0,0,0,0,0
IC-302.2,701,1,0,0,0,1,0,0,0,0,0
IC 504.1,701,1,100,0,1,0,0,0,0,0,0
IC 305.3,701,3,100,0,3,0,0,0,0,0,0
IC 305.1,701,3,66.67,0,2,1,0,0,0,0,0
IC 304.7,701,7,57.14,0,4,3,0,0,0,0,0
IC 304.6,701,4,25,0,1,3,0,0,0,0,0
IC 304.2,701,8,62.5,0,5,3,0,0,0,0,0
IC 304.1,701,4,50,0,2,1,0,0,1,0,0
IC 303.1,700,2,0,0,0,2,0,0,0,0,0
IC 301.3,701,3,33.33,0,1,2,0,0,0,0,0
I66-19,187,1,0,0,0,1,0,0,0,0,0
I.46.2-613,690,2,100,0,2,0,0,0,0,0,0
I.46.2-341.24,35,1,0,0,0,1,0,0,0,0,0
I.18.2-371,199,3,0,0,0,3,0,0,0,0,0
I.18.2-266,199,115,22.61,0.87,26,88,1,0,0,0,0
I.18.2-137,199,2,100,0,2,0,0,0,0,0,0
I-4,119,1,0,0,0,1,0,0,0,0,0
I-24(1)(A)(I),650,1,0,0,0,0,0,0,0,0,1
I-200,711,4,25,0,1,3,0,0,0,0,0
I 3 B,99,1,0,0,0,1,0,0,0,0,0
HENRY CO CODE,89,1,0,0,0,1,0,0,0,0,0
HAN CODE 17-19,85,2,0,0,0,1,0,0,0,1,0
H.46.2-613,630,2,50,0,1,1,0,0,0,0,0
H.46.2-335,810,1,100,0,1,0,0,0,0,0,0
H.18.2-266,199,288,27.08,0.69,78,203,2,0,3,0,2
GL 3-51,73,6,16.67,0,1,5,0,0,0,0,0
GL 3-46,73,1,0,0,0,1,0,0,0,0,0
GL 3-34,73,1,100,0,1,0,0,0,0,0,0
GL 3-30,73,6,0,0,0,6,0,0,0,0,0
GL 3-15.1,73,2,0,0,0,2,0,0,0,0,0
GG/5-1(A),7,4,100,0,4,0,0,0,0,0,0
GG/4-4(2),7,4,100,0,4,0,0,0,0,0,0
GG SECTION 5-1,7,1,0,0,0,1,0,0,0,0,0
GG SECTION 2-2,7,1,0,0,0,1,0,0,0,0,0
GG SECTION 1-8,7,2,50,0,1,1,0,0,0,0,0
GG SECTION 1-11,7,2,100,0,2,0,0,0,0,0,0
GG SECTION,7,1,100,0,1,0,0,0,0,0,0
GG SEC 5-1,7,7,42.86,0,3,4,0,0,0,0,0
GG SEC 4.3,7,1,100,0,1,0,0,0,0,0,0
GG SEC 4-3,7,7,42.86,0,3,4,0,0,0,0,0
GG SEC 2-2,7,1,100,0,1,0,0,0,0,0,0
GG 2-2,7,1,0,0,0,1,0,0,0,0,0
G46.2-874,810,1,0,0,0,1,0,0,0,0,0
G350179873490,183,1,0,0,0,1,0,0,0,0,0
G.46.2-878,680,62,43.55,3.23,27,32,2,0,0,0,1
G.46.2-875,690,20,50,5,10,9,1,0,0,0,0
G.46.2-874,177,15,53.33,6.67,8,5,1,0,1,0,0
G.46.2-873,680,10,50,10,5,4,1,0,0,0,0
G.46.2-870,179,128,32.81,3.12,42,76,4,0,4,0,2
G.46.2-862,153,2,0,0,0,1,0,0,0,0,1
G.46.2-613,762,324,42.9,3.7,139,167,12,0,0,0,6
G.18.2-266,199,1140,21.67,0.88,247,859,10,0,13,0,11
G.18.2-248,191,27,14.81,0,4,23,0,0,0,0,0
FVAC5-30-340,41,1,0,0,0,1,0,0,0,0,0
FVAC15-90-231A,107,1,0,0,0,1,0,0,0,0,0
FPC2404.1,165,6,0,0,0,6,0,0,0,0,0
FPC 305.4,165,1,0,0,0,1,0,0,0,0,0
FL003.3.4,701,1,0,0,0,0,0,0,0,0,1
FCC4-66,67,1,0,0,0,1,0,0,0,0,0
FCC SEC. 4-66,67,1,0,0,0,1,0,0,0,0,0
FCC 4-66,67,16,25,0,4,12,0,0,0,0,0
FCC 4-1,67,8,12.5,0,1,7,0,0,0,0,0
FCC 18-16,67,2,0,0,0,2,0,0,0,0,0
FCC 17-22,67,1,0,0,0,1,0,0,0,0,0
FCC 14-4,67,7,14.29,0,1,5,0,0,0,0,1
FCC 13-6 (4),67,1,0,0,0,1,0,0,0,0,0
FCC 13-6,67,2,50,0,1,1,0,0,0,0,0
FCC  4-66,67,1,0,0,0,1,0,0,0,0,0
FCC  4-1,67,1,0,0,0,1,0,0,0,0,0
FC 904.11.6.2,710,1,0,0,0,0,0,0,1,0,0
FARE EVASION,13,4,100,0,4,0,0,0,0,0,0
F8.2-95,191,1,0,0,0,1,0,0,0,0,0
F3805.2,830,1,0,0,0,1,0,0,0,0,0
F2703.3,830,1,0,0,0,1,0,0,0,0,0
F18.2-95,13,1,0,0,0,1,0,0,0,0,0
F.46.2-881,710,1,100,0,1,0,0,0,0,0,0
F.46.2-878,710,20,45,0,9,10,0,0,1,0,0
F.46.2-875,550,11,63.64,9.09,7,3,1,0,0,0,0
F.46.2-874,177,6,33.33,0,2,3,0,0,0,0,1
F.46.2-873,87,6,50,0,3,2,0,0,1,0,0
F.46.2-872,25,1,0,0,0,1,0,0,0,0,0
F.46.2-870,145,59,27.12,0,16,43,0,0,0,0,0
F.46.2-698,83,1,0,0,0,1,0,0,0,0,0
F.46.2-613,185,4,50,0,2,2,0,0,0,0,0
F.46.2-391,87,1,100,0,1,0,0,0,0,0,0
F.46.2-341.24,165,1,100,0,1,0,0,0,0,0,0
F.3.2-6570,740,1,0,0,0,1,0,0,0,0,0
F.19.2-128,199,1,0,0,0,1,0,0,0,0,0
F.18.2-58,197,1,0,0,0,1,0,0,0,0,0
F.18.2-53.1,197,1,0,0,0,1,0,0,0,0,0
F.18.2-266,197,261,19.92,1.15,52,198,3,0,4,0,4
F-VAC.15-90-231,5,1,0,0,0,1,0,0,0,0,0
F-403.6,165,1,0,0,0,1,0,0,0,0,0
F-3301.1.3,59,1,0,0,0,1,0,0,0,0,0
F-315.2.1,87,2,0,0,0,2,0,0,0,0,0
F-313.1,510,1,0,0,0,1,0,0,0,0,0
F-305.4,510,1,100,0,1,0,0,0,0,0,0
F 901.6.1,701,2,50,0,1,1,0,0,0,0,0
F 18.2-456,710,2,100,0,2,0,0,0,0,0,0
F 18.2-22,730,2,100,0,2,0,0,0,0,0,0
EVTO/46.2-862,131,22,22.73,0,5,13,0,0,0,0,4
EVAC15-390-20,19,1,0,0,0,1,0,0,0,0,0
ET21346.2-862,131,1,0,0,0,1,0,0,0,0,0
ET213/46.2-862,131,47,25.53,2.13,12,30,1,0,0,0,4
ET213/46.2-300,131,1,0,0,0,1,0,0,0,0,0
ET211/C46.2-862,131,3,0,0,0,3,0,0,0,0,0
ET211/A46.2-862,131,1,0,0,0,0,0,0,0,0,1
ET211/46.2-862,131,48,43.75,2.08,21,21,1,0,1,0,4
ET211/.46.2-862,131,1,100,0,1,0,0,0,0,0,0
ET208/C46.2-862,131,30,23.33,0,7,18,0,0,1,0,4
ET208/46.2-301,131,1,100,0,1,0,0,0,0,0,0
ET208/46.2-300,131,1,100,0,1,0,0,0,0,0,0
ET208-C46.2-862,131,1,0,0,0,0,0,0,0,0,1
ET203/C46.2-862,131,13,38.46,0,5,6,0,0,2,0,0
ET203/46.2-862,131,6,33.33,0,2,4,0,0,0,0,0
ET203/46.2-300,131,2,50,0,1,1,0,0,0,0,0
ET199,131,1,100,0,1,0,0,0,0,0,0
ET198/C46.2-862,131,11,9.09,0,1,8,0,0,0,0,2
ET197,131,82,56.1,6.1,46,30,5,0,1,0,0
ET193,131,5,0,0,0,5,0,0,0,0,0
ET118,131,1,100,0,1,0,0,0,0,0,0
ET/46.2-868.1,131,1,0,0,0,1,0,0,0,0,0
ET-197,131,1,100,0,1,0,0,0,0,0,0
ET 197,131,1,0,0,0,1,0,0,0,0,0
ET 116,131,1,100,0,1,0,0,0,0,0,0
ECC 6-54,57,1,100,0,1,0,0,0,0,0,0
ECC 6-23,57,1,100,0,1,0,0,0,0,0,0
E8.2-810,73,1,0,0,0,1,0,0,0,0,0
E46.2-894,570,1,0,0,0,1,0,0,0,0,0
E18.2-272,27,1,0,0,0,1,0,0,0,0,0
E.49CFR395.8,23,75,26.67,13.33,20,35,10,0,4,5,1
E.46.2-894,59,467,37.26,1.07,174,275,5,0,6,0,7
E.46.2-341.24,165,14,21.43,7.14,3,9,1,1,0,0,0
E.18.2-57,740,1,100,0,1,0,0,0,0,0,0
E.18.2-271.1,75,1,0,0,0,1,0,0,0,0,0
E.18.2-266,185,243,14.81,0,36,207,0,0,0,0,0
E.18.2-258.1,740,8,12.5,0,1,7,0,0,0,0,0
E.18.2-248.1,191,2,0,0,0,2,0,0,0,0,0
E.18.2-248,5,25,4,0,1,24,0,0,0,0,0
DRUNK IN PUBLIC,650,1,100,0,1,0,0,0,0,0,0
DOGS AT LARGE,810,2,0,0,0,2,0,0,0,0,0
DO DMV,179,1,0,100,0,0,1,0,0,0,0
DMV,600,2,0,0,0,2,0,0,0,0,0
D18.2-266,105,1,0,0,0,1,0,0,0,0,0
D.49CFR395.8,23,2,50,0,1,1,0,0,0,0,0
D.46.2-894,59,2375,34.74,1.05,825,1475,25,0,19,0,31
D.46.2-862,520,71,26.76,5.63,19,46,4,0,2,0,0
D.46.2-853,27,4,0,0,0,4,0,0,0,0,0
D.46.2-817,197,59,45.76,0,27,32,0,0,0,0,0
D.46.2-707,179,8,62.5,12.5,5,2,1,0,0,0,0
D.46.2-703,153,1,100,0,1,0,0,0,0,0,0
D.46.2-391D,153,417,23.26,2.16,97,299,9,2,6,0,4
D.46.2-391,69,12,0,8.33,0,11,1,0,0,0,0
D.46.2-357B3,165,1,100,0,1,0,0,0,0,0,0
D.46.2-341.24,109,5,20,0,1,4,0,0,0,0,0
D.46.2-1110,59,11,18.18,18.18,2,7,2,0,0,0,0
D.18.2-67.5:1,13,1,0,0,0,1,0,0,0,0,0
D.18.2-460,53,6,16.67,0,1,5,0,0,0,0,0
D.18.2-374.3,53,4,0,0,0,4,0,0,0,0,0
D.18.2-374.1:1,5,35,0,0,0,35,0,0,0,0,0
D.18.2-272,153,34,38.24,0,13,21,0,0,0,0,0
D.18.2-268.3,169,1,0,0,0,1,0,0,0,0,0
D.18.2-266,185,2567,11.73,0.16,301,2245,4,0,9,0,8
D.18.2-248,650,1,100,0,1,0,0,0,0,0,0
D.18.2-186.3,191,1,0,0,0,1,0,0,0,0,0
D-1/CLINTWOOD,51,1,0,0,0,1,0,0,0,0,0
D-1 (TO),51,1,0,0,0,1,0,0,0,0,0
D-1,51,8,0,0,0,8,0,0,0,0,0
CZO 20-202,550,42,21.43,0,9,15,0,0,1,2,15
CZ0 20-202,550,1,100,0,1,0,0,0,0,0,0
CR13C01942-00,700,1,0,0,0,0,0,0,0,0,1
